DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,16XX WALNUT ST,39.1137954795387,-84.5135264692375,OVER-THE-RHINE,OVER-THE-RHINE,4401,189023526,1,,BLACK,MALE,21,NONFATAL,08/27/2018 12:00:00 AM,AUG,193000,19,MON,189023526,08/27/2018 07:30:00 PM,DISTRICT 1,,OTR
1,2XX E 12TH ST,39.1098527814721,-84.5105516769645,OVER-THE-RHINE,OVER-THE-RHINE,2975,159010252,2,"CINC, OH 45202",BLACK,MALE,21,FATAL,04/24/2015 12:00:00 AM,APR,224300,22,FRI,159010252,04/24/2015 10:43:00 PM,DISTRICT 1,45202,OTR
4,2XX FOSDICK ST,39.1309227429731,-84.5046025619088,CORRYVILLE,CORRYVILLE,1171,41006438,2,"CINC, OH 45219",BLACK,MALE,20,NONFATAL,10/10/2010 12:00:00 AM,OCT,,N/A,SUN,41006438,10/10/2010 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
2,33XX FAIRFIELD ST,39.1376064716536,-84.4711495370464,EVANSTON,EVANSTON,1900,129021057,1,"CINC, OH 45207",BLACK,MALE,20,NONFATAL,07/29/2012 12:00:00 AM,JUL,114000,11,SUN,129021057,07/29/2012 11:40:00 AM,DISTRICT 2,45207,EVANSTON
4,6XX WILLIAM H TAFT RD,39.1277682636486,-84.4994670563556,WALNUT HILLS,AVONDALE,2560,149006133,4,"CINC, OH 45206",BLACK,MALE,14,FATAL,03/21/2014 12:00:00 AM,MAR,145900,14,FRI,149006133,03/21/2014 02:59:00 PM,DISTRICT 4,45206,WALNUT HILLS
4,38XX READING RD,39.1535504624877,-84.4830846109901,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,714,09-H-44,1,,BLACK,MALE,48,FATAL,09/09/2009 12:00:00 AM,SEP,,N/A,WED,09-H-44,09/09/2009 12:00:00 AM,DISTRICT 4,45229,NORTH AVONDALE
0,10XX MAIN ST,39.1059559108012,-84.51150470525,CBD/RIVERFRONT,DOWNTOWN,2412,139027245,2,"CINCINNATI, OH 45211",BLACK,MALE,22,NONFATAL,10/05/2013 12:00:00 AM,OCT,033000,3,SAT,139027245,10/05/2013 03:30:00 AM,CENTRAL BUSINESS SECTION,45202,DOWNTOWN
2,62XX DESMOND,39.1621103050041,-84.3888645865127,MADISONVILLE,MADISONVILLE,2157,139008169,1,"CINC, OH 45227",BLACK,MALE,40,NONFATAL,04/08/2013 12:00:00 AM,APR,221000,22,MON,139008169,04/08/2013 10:10:00 PM,DISTRICT 2,45227,MADISONVILLE
3,30XX BRACKEN WOODS LN,39.1426621771351,-84.5825311759415,WESTWOOD,WESTWOOD,3538,169016228,1,"CINCINNATI, OHIO 4521",BLACK,MALE,45,NONFATAL,07/02/2016 12:00:00 AM,JUL,205300,20,SAT,169016228,07/02/2016 08:53:00 PM,DISTRICT 3,,WESTWOOD
3,19XX BALTIMORE AV,39.1366296047083,-84.5593695300837,NORTH FAIRMOUNT,NORTH FAIRMOUNT,2153,139008089,2,"CINC, OH 45237",BLACK,MALE,22,NONFATAL,04/08/2013 12:00:00 AM,APR,160000,16,MON,139008089,04/08/2013 04:00:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
5,54XX BAHAMA TE,39.1880147246437,-84.5654013606312,MT AIRY,MT. AIRY,891,51001326,1,,BLACK,MALE,25,NONFATAL,03/17/2010 12:00:00 AM,MAR,,N/A,WED,51001326,03/17/2010 12:00:00 AM,DISTRICT 5,45223,MOUNT AIRY
4,10XX CHAPEL ST,39.1316140515709,-84.4872624570372,WALNUT HILLS,WALNUT HILLS,1726,129002778,1,"CINC, OH 45206",BLACK,MALE,43,FATAL,01/28/2012 12:00:00 AM,JAN,161400,16,SAT,129002778,01/28/2012 04:14:00 PM,DISTRICT 4,45206,WALNUT HILLS
1,17XX LINN ST,39.1157515954528,-84.5281741500088,WEST END,WEST END,2519,149002370,1,"CINCI OH., 45214",BLACK,MALE,20,NONFATAL,01/31/2014 12:00:00 AM,JAN,235200,23,FRI,149002370,01/31/2014 11:52:00 PM,DISTRICT 1,45214,WEST END
5,16XX CEDAR AV,39.1993282368016,-84.5501047607056,COLLEGE HILL,COLLEGE HILL,3223,159026823,1,"CINCINNATI, OH 45224",BLACK,MALE,30,FATAL,09/29/2015 12:00:00 AM,SEP,013000,1,TUE,159026823,09/29/2015 01:30:00 AM,DISTRICT 5,,COLLEGE HILL
1,8XX POPLAR ST,39.1158283734629,-84.5281208137973,WEST END,WEST END,4400,189023509,3,,BLACK,MALE,32,NONFATAL,08/27/2018 12:00:00 AM,AUG,155200,15,MON,189023509,08/27/2018 03:52:00 PM,DISTRICT 1,,WEST END
1,16XX DALTON AV,39.1150385603548,-84.5356514902296,WEST END,QUEENSGATE,3452,169010158,1,"CINCINNATI, OH 41073",WHITE,MALE,21,NONFATAL,04/30/2016 12:00:00 AM,APR,021000,2,SAT,169010158,04/30/2016 02:10:00 AM,DISTRICT 1,,WEST END
3,36XX WARSAW AV,39.1096348066972,-84.5724780152847,EAST PRICE HILL,EAST PRICE HILL,3501,169014069,1,"CINCINNATI, OH 45205",BLACK,MALE,15,NONFATAL,06/12/2016 12:00:00 AM,JUN,025000,2,SUN,169014069,06/12/2016 02:50:00 AM,DISTRICT 3,,EAST PRICE HILL
1,4XX E THIRTEENTH ST,39.1106506100425,-84.5074663076825,PENDLETON,PENDLETON,724,10904344,1,,BLACK,MALE,34,NONFATAL,09/18/2009 12:00:00 AM,SEP,,N/A,FRI,10904344,09/18/2009 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,36XX W EIGHTH ST,39.1055757769531,-84.5703746819126,EAST PRICE HILL,EAST PRICE HILL,678,30907620,1,,WHITE,MALE,20,NONFATAL,08/16/2009 12:00:00 AM,AUG,,N/A,SUN,30907620,08/16/2009 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,45XX PADDOCK RD,39.1643015702198,-84.4792802149395,PADDOCK HILLS,NORTH AVONDALE - PADDOCK HILLS,3884,179010933,1,,BLACK,MALE,23,NONFATAL,03/31/2017 12:00:00 AM,MAR,013000,1,FRI,179010933,03/31/2017 01:30:00 AM,DISTRICT 4,,PADDOCK HILLS
3,29XX BEEKMAN ST,39.1371241208034,-84.5472804171061,NORTH FAIRMOUNT,NORTH FAIRMOUNT,1749,129005482,1,"CINC, OH 45224",BLACK,MALE,18,NONFATAL,03/05/2012 12:00:00 AM,MAR,023500,2,MON,129005482,03/05/2012 02:35:00 AM,DISTRICT 3,45225,NORTH FAIRMOUNT
4,9XX E MCMILLAN ST,39.1266063344052,-84.4896991920392,WALNUT HILLS,WALNUT HILLS,1133,41005897,2,"CINC, OH 45229",BLACK,FEMALE,20,NONFATAL,09/17/2010 12:00:00 AM,SEP,,N/A,FRI,41005897,09/17/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,21XX STORRS ST,39.1025255673562,-84.5539876608355,LOWER PRICE HILL,LOWER PRICE HILL,1662,31110605,1,"CINC, OH 45219",BLACK,MALE,36,FATAL,12/03/2011 12:00:00 AM,DEC,201100,20,SAT,31110605,12/03/2011 08:11:00 PM,DISTRICT 3,45204,LOWER PRICE HILL
5,17XX BLUE ROCK ST,39.1601105639942,-84.5439956795335,NORTHSIDE,NORTHSIDE,3466,169011635,1,"CINCINNATI, OH 45212",BLACK,MALE,33,NONFATAL,05/16/2016 12:00:00 AM,MAY,215000,21,MON,169011635,05/16/2016 09:50:00 PM,DISTRICT 5,,NORTHSIDE
5,47XX CHICKERING AV,39.1763611119851,-84.5113103761993,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,3021,159013864,2,"C/O, 45232",BLACK,FEMALE,49,FATAL,05/17/2015 12:00:00 AM,MAY,000100,0,SUN,159013864,05/17/2015 12:01:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
1,16XX ELM ST,39.113458029022,-84.5203450907279,OVER-THE-RHINE,OVER-THE-RHINE,494,10900967,1,,BLACK,MALE,30,NONFATAL,03/16/2009 12:00:00 AM,MAR,,N/A,MON,10900967,03/16/2009 12:00:00 AM,DISTRICT 1,45202,OTR
4,7XX LINDSEY AL,39.1265930992867,-84.4948208772466,WALNUT HILLS,WALNUT HILLS,1155,41006311,1,"CINC, OH",WHITE,MALE,46,FATAL,10/03/2010 12:00:00 AM,OCT,,N/A,SUN,41006311,10/03/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,17XX LANG ST,39.1139802732932,-84.5152341342378,OVER-THE-RHINE,OVER-THE-RHINE,2592,149009764,1,"CINCINNATI, OH 45215",BLACK,MALE,32,NONFATAL,04/28/2014 12:00:00 AM,APR,170000,17,MON,149009764,04/28/2014 05:00:00 PM,DISTRICT 1,45202,OTR
4,26XX BURNET AV,39.1290254243755,-84.501555310613,WALNUT HILLS,AVONDALE,3093,159016743,1,"CINC, OH 45237",BLACK,MALE,18,NONFATAL,06/29/2015 12:00:00 AM,JUN,143000,14,MON,159016743,06/29/2015 02:30:00 PM,DISTRICT 4,45219,AVONDALE
4,38XX READING RD,39.1538828582835,-84.4830132144672,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,2579,149008492,1,"CINC, OH 45229",BLACK,MALE,58,NONFATAL,04/18/2014 12:00:00 AM,APR,080000,8,FRI,149008492,04/18/2014 08:00:00 AM,DISTRICT 4,45229,NORTH AVONDALE
4,7XX RIDGEWAY AV,39.1388656592203,-84.4923169652031,AVONDALE,AVONDALE,3280,159029892,1,"CINC, OH 45229",BLACK,MALE,30,NONFATAL,10/31/2015 12:00:00 AM,OCT,010000,1,SAT,159029892,10/31/2015 01:00:00 AM,DISTRICT 4,,AVONDALE
3,14XX COVEDALE AV,39.12207524721,-84.606258595887,WEST PRICE HILL,WEST PRICE HILL,3490,169013227,2,"CINCINNATI, OH 45248",WHITE,MALE,18,NONFATAL,06/02/2016 12:00:00 AM,JUN,180700,18,THU,169013227,06/02/2016 06:07:00 PM,DISTRICT 3,,WEST PRICE HILL
4,30XX READING RD,39.1348644734758,-84.4974454510791,AVONDALE,AVONDALE,3772,169734352,1,,BLACK,FEMALE,23,NONFATAL,12/31/2016 12:00:00 AM,DEC,181500,18,SAT,169734352,12/31/2016 06:15:00 PM,DISTRICT 4,,AVONDALE
4,17XX SEYMOUR AV,39.1900938229552,-84.4639844780926,ROSELAWN,ROSELAWN,282,40806747,1,,BLACK,MALE,21,NONFATAL,09/14/2008 12:00:00 AM,SEP,,N/A,SUN,40806747,09/14/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
3,22XX WYOMING AV,39.1269208884554,-84.5737695610253,WEST PRICE HILL,WEST PRICE HILL,1024,31005921,2,,BLACK,MALE,25,NONFATAL,06/24/2010 12:00:00 AM,JUN,,N/A,THU,31005921,06/24/2010 12:00:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
5,8XX GWINNET RD,39.1917625179062,-84.5189392087251,WINTON HILLS,WINTON HILLS,1157,51006105S1,1,"CINC, OH 45014",WHITE,MALE,24,NONFATAL,10/04/2010 12:00:00 AM,OCT,,N/A,MON,51006105S1,10/04/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,33XX PRICE AV,39.1065944902051,-84.5643700863692,EAST PRICE HILL,EAST PRICE HILL,4569,199005079,1,,BLACK,MALE,19,NONFATAL,03/13/2019 12:00:00 AM,MAR,220000,22,WED,199005079,03/13/2019 10:00:00 PM,DISTRICT 3,,EAST PRICE HILL
3,9XX DELHI AV,39.0946299919033,-84.5770224446143,SEDAMSVILLE,RIVERSIDE,1497,31106291,1,"CINC, OH 45205",BLACK,MALE,24,NONFATAL,07/18/2011 12:00:00 AM,JUL,230800,23,MON,31106291,07/18/2011 11:08:00 PM,DISTRICT 3,45204,SEDAMSVILLE
4,8XX CLEVELAND AV,39.141285423233,-84.4878246091648,AVONDALE,AVONDALE,2813,149028377,2,"CINC, OH 45237",BLACK,MALE,24,NONFATAL,11/05/2014 12:00:00 AM,NOV,170000,17,WED,149028377,11/05/2014 05:00:00 PM,DISTRICT 4,45229,AVONDALE
3,10XX SETON AV,39.1105353781642,-84.5763978341765,WEST PRICE HILL,EAST PRICE HILL,4133,179014778,1,,BLACK,MALE,33,FATAL,11/06/2017 12:00:00 AM,NOV,123000,12,MON,179014778,11/06/2017 12:30:00 PM,DISTRICT 3,,EAST PRICE HILL
3,17XX WEBER ST,39.155499920494,-84.5475705047869,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,598,30905218,1,,BLACK,MALE,28,NONFATAL,06/12/2009 12:00:00 AM,JUN,,N/A,FRI,30905218,06/12/2009 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
1,1XX E CLIFTON AV,39.1167835483831,-84.5148265949979,OVER-THE-RHINE,OVER-THE-RHINE,1953,129025854,1,"CINC, OH 45205",BLACK,MALE,32,NONFATAL,09/07/2012 12:00:00 AM,SEP,204500,20,FRI,129025854,09/07/2012 08:45:00 PM,DISTRICT 1,45202,OTR
5,6XX S I75 EX,39.1644386052582,-84.5103706180712,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,827,50907717,1,,BLACK,MALE,30,NONFATAL,12/26/2009 12:00:00 AM,DEC,,N/A,SAT,50907717,12/26/2009 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
4,28XX MELROSE AV,39.1256835768206,-84.4842771790728,WALNUT HILLS,WALNUT HILLS,3199,159024958,1,"CINCINNATI, OH 45206",BLACK,MALE,25,NONFATAL,09/13/2015 12:00:00 AM,SEP,054000,5,SUN,159024958,09/13/2015 05:40:00 AM,DISTRICT 4,,EAST WALNUT HILLS
5,54XX WINNESTE AV,39.188772950514,-84.5141830934838,WINTON HILLS,WINTON HILLS,2338,139020679,1,"CINC, OH 45231",BLACK,MALE,22,NONFATAL,08/05/2013 12:00:00 AM,AUG,214000,21,MON,139020679,08/05/2013 09:40:00 PM,DISTRICT 5,45232,WINTON HILLS
3,17XX BALTIMORE AV,39.1341811279322,-84.5541699799142,NORTH FAIRMOUNT,NORTH FAIRMOUNT,2874,159000764,1,"CINCINNATI, OH 45202",WHITE,MALE,51,NONFATAL,01/10/2015 12:00:00 AM,JAN,175700,17,SAT,159000764,01/10/2015 05:57:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
5,7XX DUTCH COLONY DR,39.1893157136744,-84.5155680631598,WINTON HILLS,WINTON HILLS,997,51003201,1,,BLACK,FEMALE,20,NONFATAL,06/05/2010 12:00:00 AM,JUN,,N/A,SAT,51003201,06/05/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
5,10XX GROESBECK RD,39.1923844093778,-84.5331983637474,COLLEGE HILL,COLLEGE HILL,916,51001509,2,,BLACK,MALE,25,FATAL,03/26/2010 12:00:00 AM,MAR,,N/A,FRI,51001509,03/26/2010 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
1,7XX CHESTNUT ST,39.1071919299445,-84.5268889808934,WEST END,WEST END,651,10903315,1,,BLACK,MALE,23,NONFATAL,07/25/2009 12:00:00 AM,JUL,,N/A,SAT,10903315,07/25/2009 12:00:00 AM,DISTRICT 1,45203,WEST END
1,8XX YORK ST,39.116790033736,-84.528828841188,WEST END,WEST END,2308,139018551,1,"CINC, OH 45223",BLACK,MALE,48,NONFATAL,07/15/2013 12:00:00 AM,JUL,211000,21,MON,139018551,07/15/2013 09:10:00 PM,DISTRICT 1,45214,WEST END
2,35XX WOODFORD RD,39.1801211892519,-84.4169647800084,PLEASANT RIDGE,PLEASANT RIDGE,3543,169016530,1,,BLACK,MALE,20,NONFATAL,07/05/2016 12:00:00 AM,JUL,181500,18,TUE,169016530,07/05/2016 06:15:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
3,21XX QUEEN CITY AV,39.1281463476491,-84.5709801656467,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,1306,31101367,1,"CINC, OH 45233",WHITE,MALE,18,NONFATAL,02/20/2011 12:00:00 AM,FEB,010000,1,SUN,31101367,02/20/2011 01:00:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT - WESTWOOD
1,8XX FINDLAY AV,39.1165572759328,-84.5287745577325,WEST END,WEST END,2827,149029696,1,"CINCINNATI, OH 45211",BLACK,MALE,32,NONFATAL,11/20/2014 12:00:00 AM,NOV,171000,17,THU,149029696,11/20/2014 05:10:00 PM,DISTRICT 1,45214,WEST END
1,8XX POPLAR ST,39.1146883734629,-84.5281108137973,WEST END,WEST END,4398,189023509,3,,BLACK,MALE,58,NONFATAL,08/27/2018 12:00:00 AM,AUG,155200,15,MON,189023509,08/27/2018 03:52:00 PM,DISTRICT 1,,WEST END
3,36XX WARSAW AV,39.1104288045264,-84.5726380176677,EAST PRICE HILL,EAST PRICE HILL,2786,149025793,1,"CINCINNATI, OH 45225",BLACK,MALE,18,NONFATAL,10/10/2014 12:00:00 AM,OCT,130000,13,FRI,149025793,10/10/2014 01:00:00 PM,DISTRICT 3,45205,EAST PRICE HILL
1,15XX ELM ST,39.1108802839931,-84.519025838373,OVER-THE-RHINE,OVER-THE-RHINE,378,10805686,1,,BLACK,MALE,38,NONFATAL,11/13/2008 12:00:00 AM,NOV,,N/A,THU,10805686,11/13/2008 12:00:00 AM,DISTRICT 1,45202,OTR
4,31XX READING RD,39.1363964003832,-84.4977523167514,AVONDALE,AVONDALE,3002,159011510,3,"CINCINNATI, OH 45206",BLACK,MALE,34,NONFATAL,05/09/2015 12:00:00 AM,MAY,012500,1,SAT,159011510,05/09/2015 01:25:00 AM,DISTRICT 4,45229,AVONDALE
0,X GARFIELD PL,39.1043174686574,-84.513515295584,CBD/RIVERFRONT,DOWNTOWN,2680,149016440,3,"CINCINNATI, OH 45202",BLACK,MALE,26,NONFATAL,07/08/2014 12:00:00 AM,JUL,001700,0,TUE,149016440,07/08/2014 12:17:00 AM,CENTRAL BUSINESS SECTION,45202,DOWNTOWN
1,17XX VINE ST,39.1139963269883,-84.517263716309,OVER-THE-RHINE,OVER-THE-RHINE,519,10901507,1,,BLACK,MALE,30,FATAL,04/12/2009 12:00:00 AM,APR,,N/A,SUN,10901507,04/12/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,23XX BALTIMORE AV,39.1493394307409,-84.5627689878577,VILLAGES AT ROLL HILL,EAST WESTWOOD,2068,139000146,1,"CINC, OH 45225",BLACK,MALE,33,NONFATAL,01/05/2013 12:00:00 AM,JAN,142500,14,SAT,139000146,01/05/2013 02:25:00 PM,DISTRICT 3,45225,EAST WESTWOOD
2,49XX MATHIS ST,39.1593641275502,-84.3906479967441,MADISONVILLE,MADISONVILLE,155,20802623,1,,BLACK,MALE,23,NONFATAL,06/09/2008 12:00:00 AM,JUN,,N/A,MON,20802623,06/09/2008 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
5,49XX HAWAIIAN TE,39.1850649119366,-84.5635591254146,MT AIRY,MT. AIRY,4073,179037922,2,,BLACK,MALE,17,NONFATAL,09/12/2017 12:00:00 AM,SEP,205500,20,TUE,179037922,09/12/2017 08:55:00 PM,DISTRICT 5,,MOUNT AIRY
5,25XX FLANIGAN CT,39.2050456494308,-84.5744178302985,MT AIRY,MT. AIRY,1950,129024930,2,"CINC, OH 45224",BLACK,MALE,28,NONFATAL,09/03/2012 12:00:00 AM,SEP,143000,14,MON,129024930,09/03/2012 02:30:00 PM,DISTRICT 5,45239,
1,16XX PLEASANT ST,39.1142547592171,-84.5182971540412,OVER-THE-RHINE,OVER-THE-RHINE,3675,169025638,1,,BLACK,MALE,27,NONFATAL,10/02/2016 12:00:00 AM,OCT,134100,13,SUN,169025638,10/02/2016 01:41:00 PM,DISTRICT 1,,OTR
5,15XX ADDINGHAM PL,39.1677488156476,-84.5401806304204,NORTHSIDE,NORTHSIDE,2903,159004081,1,"CINTI, OH 45229",WHITE,MALE,41,NONFATAL,02/18/2015 12:00:00 AM,FEB,183400,18,WED,159004081,02/18/2015 06:34:00 PM,DISTRICT 5,45223,NORTHSIDE
1,19XX VINE ST,39.1183163379115,-84.5162529707873,OVER-THE-RHINE,OVER-THE-RHINE,791,10905612,2,,BLACK,MALE,18,NONFATAL,11/28/2009 12:00:00 AM,NOV,,N/A,SAT,10905612,11/28/2009 12:00:00 AM,DISTRICT 1,45202,MOUNT AUBURN
1,7XX CLARK ST,39.108232993244,-84.5261537644785,WEST END,WEST END,3701,169027795,1,,BLACK,MALE,23,NONFATAL,10/24/2016 12:00:00 AM,OCT,112500,11,MON,169027795,10/24/2016 11:25:00 AM,DISTRICT 1,,WEST END
3,19XX WESTWOOD NORTHERN BV,39.1439304131187,-84.5585495926453,ENGLISH WOODS,MILLVALE,2554,149005608,1,"CINCINNATI, OH 45205",BLACK,MALE,21,NONFATAL,03/15/2014 12:00:00 AM,MAR,181600,18,SAT,149005608,03/15/2014 06:16:00 PM,DISTRICT 3,45225,MILLVALE
3,9XX CHATEAU AV,39.1074806051498,-84.5588930764862,EAST PRICE HILL,EAST PRICE HILL,2610,149010778,2,"CINCINNATI, OH 45231",WHITE,FEMALE,43,NONFATAL,05/12/2014 12:00:00 AM,MAY,032200,3,MON,149010778,05/12/2014 03:22:00 AM,DISTRICT 3,45204,EAST PRICE HILL
3,35XX WERK RD,39.1406998297069,-84.6196567356572,WESTWOOD,WESTWOOD,983,31004817,1,,WHITE,MALE,28,NONFATAL,05/26/2010 12:00:00 AM,MAY,,N/A,WED,31004817,05/26/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,19XX DUNLAP,39.1161049364693,-84.521860103799,OVER-THE-RHINE,OVER-THE-RHINE,2305,139018202,1,"CINC, OH 45202",BLACK,MALE,20,NONFATAL,07/13/2013 12:00:00 AM,JUL,001500,0,SAT,139018202,07/13/2013 12:15:00 AM,DISTRICT 1,45214,OTR
3,32XX BEEKMAN ST,39.1475362719427,-84.5514624783186,MILLVALE,SOUTH CUMMINSVILLE,4285,189013796,1,,BLACK,MALE,35,NONFATAL,05/26/2018 12:00:00 AM,MAY,051300,5,SAT,189013796,05/26/2018 05:13:00 AM,DISTRICT 3,,MILLVALE
1,18XX VINE ST,39.1160272063355,-84.5165844138243,OVER-THE-RHINE,OVER-THE-RHINE,4354,189018551,1,,BLACK,FEMALE,33,NONFATAL,07/10/2018 12:00:00 AM,JUL,023000,2,TUE,189018551,07/10/2018 02:30:00 AM,DISTRICT 1,,OTR
3,24XX WESTWOOD NORTHERN BV,39.1463173688792,-84.5779241282901,WESTWOOD,EAST WESTWOOD,4625,199011079,2,,BLACK,MALE,28,NONFATAL,05/25/2019 12:00:00 AM,MAY,234500,23,SAT,199011079,05/25/2019 11:45:00 PM,DISTRICT 3,,WESTWOOD
3,24XX SATURN AV,39.1290278088107,-84.5612357161037,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4293,189014044,1,,BLACK,FEMALE,27,NONFATAL,05/28/2018 12:00:00 AM,MAY,201500,20,MON,189014044,05/28/2018 08:15:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
4,30XX WALTER AV,39.1354148478418,-84.487551472789,WALNUT HILLS,WALNUT HILLS,812,40908591,1,,BLACK,MALE,39,NONFATAL,12/13/2009 12:00:00 AM,DEC,,N/A,SUN,40908591,12/13/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,2XX W SEYMOUR AV,39.1950762237135,-84.4836119731486,CARTHAGE,CARTHAGE,1077,41005125,2,"CINC, OH 45216",WHITE,MALE,20,NONFATAL,08/17/2010 12:00:00 AM,AUG,,N/A,TUE,41005125,08/17/2010 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
3,12XX QUEBEC RD,39.1146003909054,-84.5747307643742,WEST PRICE HILL,EAST PRICE HILL,4489,189031034,1,,BLACK,MALE,34,NONFATAL,11/25/2018 12:00:00 AM,NOV,124800,12,SUN,189031034,11/25/2018 12:48:00 PM,DISTRICT 3,,EAST PRICE HILL
1,XX BACK ST,39.1143898774404,-84.514971264005,OVER-THE-RHINE,OVER-THE-RHINE,2161,139008385,1,0,BLACK,MALE,20,NONFATAL,04/10/2013 12:00:00 AM,APR,212000,21,WED,139008385,04/10/2013 09:20:00 PM,DISTRICT 1,45202,OTR
4,6XX GHOLSON AV,39.1501229295863,-84.492725278792,NORTH AVONDALE,AVONDALE,2431,139028726,2,"MT ORAB, OH 45154",WHITE,MALE,35,NONFATAL,10/19/2013 12:00:00 AM,OCT,171500,17,SAT,139028726,10/19/2013 05:15:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
2,18XX HEWITT AV,39.136789223892,-84.4721726185952,EVANSTON,EVANSTON,1633,21104733,1,"CINC, OH 45224",BLACK,MALE,20,NONFATAL,11/04/2011 12:00:00 AM,NOV,212500,21,FRI,21104733,11/04/2011 09:25:00 PM,DISTRICT 2,45207,EVANSTON
3,30XX MICKEY AV,39.1176977974219,-84.5609524334548,EAST PRICE HILL,EAST PRICE HILL,2517,149002070,1,"CINTI, OH 45205",BLACK,MALE,48,NONFATAL,01/28/2014 12:00:00 AM,JAN,182000,18,TUE,149002070,01/28/2014 06:20:00 PM,DISTRICT 3,45204,EAST PRICE HILL
5,23XX VINE ST,39.1229441291881,-84.5140941666399,CUF,CUF,2906,159004367,1,"CINC, OH 45202",BLACK,MALE,22,NONFATAL,02/23/2015 12:00:00 AM,FEB,144100,14,MON,159004367,02/23/2015 02:41:00 PM,DISTRICT 5,45219,MOUNT AUBURN
3,31XX MCHENRY AV,39.1435695287369,-84.5758888328772,WESTWOOD,WESTWOOD,176,30806026,1,,BLACK,FEMALE,26,NONFATAL,06/26/2008 12:00:00 AM,JUN,,N/A,THU,30806026,06/26/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
5,53XX BETTMAN DR,39.1870351081809,-84.510569287964,WINTON HILLS,WINTON HILLS,4474,189029910,1,,BLACK,MALE,17,NONFATAL,11/09/2018 12:00:00 AM,NOV,234000,23,FRI,189029910,11/09/2018 11:40:00 PM,DISTRICT 5,,WINTON HILLS
3,10XX ROSS AVE,39.114147595624,-84.5735908379733,EAST PRICE HILL,EAST PRICE HILL,4281,189013665,4,,BLACK,MALE,18,NONFATAL,05/24/2018 12:00:00 AM,MAY,184500,18,THU,189013665,05/24/2018 06:45:00 PM,DISTRICT 3,,EAST PRICE HILL
4,27XX VINE ST,39.1308225799743,-84.5085015391325,CORRYVILLE,CORRYVILLE,899,41001513,1,,BLACK,MALE,23,NONFATAL,03/20/2010 12:00:00 AM,MAR,,N/A,SAT,41001513,03/20/2010 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
2,46XX KELLOGG AV,39.0897994237154,-84.4252828493592,EAST END,LINWOOD,3601,169019963,1,"CINCINNATI, OH 45221",BLACK,MALE,33,NONFATAL,08/07/2016 12:00:00 AM,AUG,033000,3,SUN,169019963,08/07/2016 03:30:00 AM,DISTRICT 2,,EAST END
5,DX,37.7952883903993,-89.3171636578326,,N/A,2819,149029053,1,"CINC, OH 45205",BLACK,MALE,29,NONFATAL,11/13/2014 12:00:00 AM,NOV,103600,10,THU,149029053,11/13/2014 10:36:00 AM,DISTRICT 5,45052,
