DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
3,24XX HARRISON AV,39.1414220803622,-84.5810046580344,WESTWOOD,WESTWOOD,4062,179036767,1,,BLACK,MALE,18,NONFATAL,09/07/2017 12:00:00 AM,SEP,001200,0,THU,179036767,09/07/2017 12:12:00 AM,DISTRICT 3,,WESTWOOD
3,39XX HERRON AV,39.1587610621839,-84.552684037129,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,768,30910675,1,,BLACK,FEMALE,24,NONFATAL,11/11/2009 12:00:00 AM,NOV,,N/A,WED,30910675,11/11/2009 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
5,53XX BAHAMA TE,39.1884114605697,-84.5660636890712,MT AIRY,MT. AIRY,2967,159009891,1,"CINCINNATI, OH 45223",BLACK,MALE,48,NONFATAL,04/23/2015 12:00:00 AM,APR,102100,10,THU,159009891,04/23/2015 10:21:00 AM,DISTRICT 5,45223,MOUNT AIRY
5,42XX VIRGINIA AV,39.16594968259,-84.5493369601115,NORTHSIDE,NORTHSIDE,1342,51101648,1,"CIN, OH 45217",BLACK,MALE,27,NONFATAL,04/03/2011 12:00:00 AM,APR,005000,0,SUN,51101648,04/03/2011 12:50:00 AM,DISTRICT 5,45223,NORTHSIDE
3,28XX HARRISON AV,39.1443902365226,-84.594399354549,WESTWOOD,WESTWOOD,3048,159014242,1,"CINTI, OH 45231",BLACK,MALE,21,NONFATAL,06/04/2015 12:00:00 AM,JUN,220000,22,THU,159014242,06/04/2015 10:00:00 PM,DISTRICT 3,45211,WESTWOOD
1,16XX LINN ST,39.1151612647129,-84.5274089206352,WEST END,WEST END,1625,11104406,1,"CINC, OH 45238",BLACK,MALE,26,NONFATAL,10/29/2011 12:00:00 AM,OCT,030000,3,SAT,11104406,10/29/2011 03:00:00 AM,DISTRICT 1,45214,WEST END
5,27XX W NORTH BEND RD,39.18823981796,-84.5734883007997,MT AIRY,MT. AIRY,2598,149010119,3,"CINCINNATI, OH 45225",BLACK,FEMALE,25,NONFATAL,05/03/2014 12:00:00 AM,MAY,011800,1,SAT,149010119,05/03/2014 01:18:00 AM,DISTRICT 5,45239,MOUNT AIRY
4,32XX RAMMELSBURG ST,39.1378845697158,-84.4851868393974,WALNUT HILLS,WALNUT HILLS,674,40905598,3,,WHITE,MALE,109,NONFATAL,08/10/2009 12:00:00 AM,AUG,,N/A,MON,40905598,08/10/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
2,18XX HEWITT AV,39.1380807607176,-84.4697692524557,EVANSTON,EVANSTON,4444,189027351,1,,BLACK,MALE,17,NONFATAL,10/10/2018 12:00:00 AM,OCT,231000,23,WED,189027351,10/10/2018 11:10:00 PM,DISTRICT 2,,EVANSTON
1,16XX LINN ST,39.1145612647129,-84.5269089206352,WEST END,WEST END,1595,11104005,2,"CINC, OH 45211",BLACK,MALE,30,NONFATAL,10/02/2011 12:00:00 AM,OCT,051500,5,SUN,11104005,10/02/2011 05:15:00 AM,DISTRICT 1,45214,WEST END
4,35XX IRVING ST,39.1476943907712,-84.507849552458,AVONDALE,AVONDALE,1835,129013884,1,"CINC, OH 45229",BLACK,MALE,20,NONFATAL,05/25/2012 12:00:00 AM,MAY,003800,0,FRI,129013884,05/25/2012 12:38:00 AM,DISTRICT 4,45220,AVONDALE
5,4XX KINGS RUN DR,39.1776684028088,-84.5093189684601,WINTON HILLS,SPRING GROVE VILLAGE,4176,179054176,1,,BLACK,FEMALE,31,NONFATAL,12/20/2017 12:00:00 AM,DEC,230000,23,WED,179054176,12/20/2017 11:00:00 PM,DISTRICT 5,,WINTON HILLS
4,24XX VINE ST,39.1271311090795,-84.5119482948692,MT AUBURN,CUF,3261,159029053,1,"CINCINNATI, OH 45211",BLACK,MALE,28,NONFATAL,10/22/2015 12:00:00 AM,OCT,203000,20,THU,159029053,10/22/2015 08:30:00 PM,DISTRICT 4,,CUF
3,36XX BOUDINOT AV,39.1528182766454,-84.6035394447395,WESTWOOD,WESTWOOD,1706,129000765,1,"CINC, OH 45209",BLACK,MALE,31,NONFATAL,01/11/2012 12:00:00 AM,JAN,011200,1,WED,129000765,01/11/2012 01:12:00 AM,DISTRICT 3,45211,WESTWOOD
4,75XX READING RD,39.1981984544531,-84.4579099294493,ROSELAWN,ROSELAWN,966,41002738,1,,BLACK,MALE,28,NONFATAL,05/15/2010 12:00:00 AM,MAY,,N/A,SAT,41002738,05/15/2010 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
4,19XX SEYMOUR AV,39.1851057914108,-84.4582124869977,ROSELAWN,ROSELAWN,1,4080002,1,,BLACK,FEMALE,23,NONFATAL,01/01/2008 12:00:00 AM,JAN,,N/A,TUE,4080002,01/01/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
4,71XX READING RD,39.1911132984652,-84.4623124638715,ROSELAWN,ROSELAWN,2776,149024945,1,"CINC, OH 45230",WHITE,MALE,54,FATAL,09/30/2014 12:00:00 AM,SEP,131200,13,TUE,149024945,09/30/2014 01:12:00 PM,DISTRICT 4,45237,ROSELAWN
1,21XX STONEWALL ST,39.1197923449841,-84.5232194544103,OVER-THE-RHINE,OVER-THE-RHINE,1199,11005030,1,"CINC., OH 45220",BLACK,MALE,22,NONFATAL,11/03/2010 12:00:00 AM,NOV,,N/A,WED,11005030,11/03/2010 12:00:00 AM,DISTRICT 1,45214,OTR
5,42XX CARLIN ST,39.1689899804283,-84.5522542707929,NORTHSIDE,NORTHSIDE,2037,129034537,1,"HAMILTON, OH 45011",BLACK,MALE,20,NONFATAL,11/27/2012 12:00:00 AM,NOV,125400,12,TUE,129034537,11/27/2012 12:54:00 PM,DISTRICT 5,45223,NORTHSIDE
1,1XX W LIBERTY ST,39.1134318879571,-84.5189946518893,OVER-THE-RHINE,OVER-THE-RHINE,2212,139012753,3,"CINC, OH",BLACK,FEMALE,27,NONFATAL,05/23/2013 12:00:00 AM,MAY,123700,12,THU,139012753,05/23/2013 12:37:00 PM,DISTRICT 1,45202,OTR
4,25XX VICTORY PY,39.1250935768206,-84.4852271790728,WALNUT HILLS,WALNUT HILLS,3357,169001515,1,"CINCINNATI, OH 45206",BLACK,MALE,50,NONFATAL,01/18/2016 12:00:00 AM,JAN,225000,22,MON,169001515,01/18/2016 10:50:00 PM,DISTRICT 4,,WALNUT HILLS
1,18XX ELM ST,39.1154684399675,-84.5189393712936,OVER-THE-RHINE,OVER-THE-RHINE,2348,139021494,4,"WYDAANCH, NY 11798",BLACK,MALE,39,NONFATAL,08/12/2013 12:00:00 AM,AUG,230400,23,MON,139021494,08/12/2013 11:04:00 PM,DISTRICT 1,45202,OTR
1,1XX GREEN ST,39.1136470124369,-84.5191194676128,OVER-THE-RHINE,OVER-THE-RHINE,1431,11102227,1,"CINC, OH 45202",BLACK,FEMALE,11,NONFATAL,06/05/2011 12:00:00 AM,JUN,223500,22,SUN,11102227,06/05/2011 10:35:00 PM,DISTRICT 1,45202,OTR
1,18XX FREEMAN AV,39.1172699647371,-84.5315161079147,WEST END,WEST END,3633,169022610,1,,BLACK,MALE,23,NONFATAL,09/01/2016 12:00:00 AM,SEP,193100,19,THU,169022610,09/01/2016 07:31:00 PM,DISTRICT 1,,WEST END
5,51XX WINNESTE AV,39.184967773003,-84.5139294966426,WINTON HILLS,WINTON HILLS,3531,169015721,1,"CINCINNATI, OH 45232",BLACK,MALE,28,FATAL,06/28/2016 12:00:00 AM,JUN,035000,3,TUE,169015721,06/28/2016 03:50:00 AM,DISTRICT 5,,WINTON HILLS
4,35XX READING RD,39.1450967369815,-84.4894814972546,AVONDALE,AVONDALE,60,40801940,1,,BLACK,MALE,16,NONFATAL,03/26/2008 12:00:00 AM,MAR,,N/A,WED,40801940,03/26/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,30XX WALTER AV,39.1357838364184,-84.4856819246535,WALNUT HILLS,WALNUT HILLS,615,40904564,1,,BLACK,MALE,24,NONFATAL,07/01/2009 12:00:00 AM,JUL,,N/A,WED,40904564,07/01/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,8XX YORK ST,39.1176883374885,-84.5283317483414,WEST END,WEST END,3379,169003938,1,"CINCINNATI, OH 45223",BLACK,MALE,18,NONFATAL,02/19/2016 12:00:00 AM,FEB,174500,17,FRI,169003938,02/19/2016 05:45:00 PM,DISTRICT 1,,WEST END
5,53XX BAHAMA TE,39.1874721557484,-84.5662893519338,MT AIRY,MT. AIRY,1944,129024921,2,"CINC, OH 45239",BLACK,MALE,27,NONFATAL,09/01/2012 12:00:00 AM,SEP,020600,2,SAT,129024921,09/01/2012 02:06:00 AM,DISTRICT 5,45223,MOUNT AIRY
4,3XX ROCKDALE AV,39.1456210842999,-84.4997824702846,AVONDALE,AVONDALE,3810,179003403,1,,BLACK,MALE,24,NONFATAL,02/05/2017 12:00:00 AM,FEB,160000,16,SUN,179003403,02/05/2017 04:00:00 PM,DISTRICT 4,,AVONDALE
4,35XX READING RD,39.1453048727991,-84.4902967872169,AVONDALE,AVONDALE,2503,149001040,2,"CINC, OH 45238",BLACK,FEMALE,18,NONFATAL,01/14/2014 12:00:00 AM,JAN,185000,18,TUE,149001040,01/14/2014 06:50:00 PM,DISTRICT 4,45229,AVONDALE
4,72XX SCOTTWOOD AV,39.1932162426716,-84.4624192560298,ROSELAWN,ROSELAWN,4653,199012654,1,,BLACK,MALE,24,NONFATAL,06/12/2019 12:00:00 AM,JUN,225500,22,WED,199012654,06/12/2019 10:55:00 PM,DISTRICT 4,,ROSELAWN
3,33XX BEEKMAN AV,39.1475084303792,-84.5514626451264,MILLVALE,MILLVALE,2536,149004084,1,"CINCINNATI, OH 45204",BLACK,MALE,19,NONFATAL,02/24/2014 12:00:00 AM,FEB,182300,18,MON,149004084,02/24/2014 06:23:00 PM,DISTRICT 3,45225,MILLVALE
4,5XX HALE AV,39.1411374234627,-84.496627900606,AVONDALE,AVONDALE,1685,41108200,1,"CINC, OH 45229",BLACK,MALE,35,NONFATAL,12/24/2011 12:00:00 AM,DEC,060000,6,SAT,41108200,12/24/2011 06:00:00 AM,DISTRICT 4,45229,AVONDALE
4,24XX VINE ST,39.1268956571071,-84.5114890243303,MT AUBURN,MT. AUBURN,1748,129005743,1,"CINC, OH 45202",BLACK,MALE,27,NONFATAL,03/05/2012 12:00:00 AM,MAR,020100,2,MON,129005743,03/05/2012 02:01:00 AM,DISTRICT 4,45219,MOUNT AUBURN
3,36XX WARSAW AV,39.1102687013366,-84.5711718819794,EAST PRICE HILL,EAST PRICE HILL,1701,129000377,2,"CINC, OH 45205",BLACK,MALE,18,NONFATAL,01/07/2012 12:00:00 AM,JAN,022500,2,SAT,129000377,01/07/2012 02:25:00 AM,DISTRICT 3,45205,EAST PRICE HILL
1,12XX CLAY ST,39.1095906062843,-84.5117967385208,OVER-THE-RHINE,OVER-THE-RHINE,2831,149030405,1,"CINC, OH 45205",WHITE,FEMALE,27,NONFATAL,11/29/2014 12:00:00 AM,NOV,021600,2,SAT,149030405,11/29/2014 02:16:00 AM,DISTRICT 1,45202,OTR
5,14XX AMBROSE AV,39.2002539637505,-84.5432566555503,COLLEGE HILL,COLLEGE HILL,2182,139009683,1,"CINC, OH 45224",BLACK,FEMALE,56,NONFATAL,04/25/2013 12:00:00 AM,APR,005100,0,THU,139009683,04/25/2013 12:51:00 AM,DISTRICT 5,45224,COLLEGE HILL
1,7XX CLARK ST,39.1084876241004,-84.5276723242228,WEST END,WEST END,3735,169030826,1,,BLACK,MALE,37,FATAL,11/24/2016 12:00:00 AM,NOV,221900,22,THU,169030826,11/24/2016 10:19:00 PM,DISTRICT 1,,WEST END
4,36XX VINE ST,39.1506059277313,-84.5098138509597,AVONDALE,CLIFTON,4098,179041584,1,,WHITE,MALE,16,NONFATAL,09/29/2017 12:00:00 AM,SEP,223000,22,FRI,179041584,09/29/2017 10:30:00 PM,DISTRICT 4,,AVONDALE
3,30XX EPWORTH CT,39.1378611707307,-84.6019049036865,WESTWOOD,WESTWOOD,3312,159032660,1,"CINCINNATI, OH 45211",WHITE,MALE,25,NONFATAL,12/05/2015 12:00:00 AM,DEC,015800,1,SAT,159032660,12/05/2015 01:58:00 AM,DISTRICT 3,,WESTWOOD
1,16XX VINE ST,39.1153962379752,-84.5156240881274,OVER-THE-RHINE,OVER-THE-RHINE,1539,11103343,1,"CINC, OH 45220",BLACK,MALE,28,NONFATAL,08/16/2011 12:00:00 AM,AUG,011700,1,TUE,11103343,08/16/2011 01:17:00 AM,DISTRICT 1,45202,OTR
1,1XX E MCMICKEN AV,39.1136318732589,-84.5134252310954,OVER-THE-RHINE,OVER-THE-RHINE,2543,149004488,1,"CINCINNATI, OH 45231",BLACK,MALE,43,NONFATAL,03/01/2014 12:00:00 AM,MAR,,N/A,SAT,149004488,03/01/2014 12:00:00 AM,DISTRICT 1,45202,OTR
4,5XX RINGGOLD ST,39.1139657404985,-84.5042474939489,MT AUBURN,MT. AUBURN,1202,41007079,1,"CINC, OH 45219",BLACK,MALE,28,FATAL,11/04/2010 12:00:00 AM,NOV,,N/A,THU,41007079,11/04/2010 12:00:00 AM,DISTRICT 4,45202,MOUNT AUBURN
4,1XX DORCHESTER AV,39.1190089592724,-84.5119048799025,MT AUBURN,MT. AUBURN,1385,41102710,1,"CINC, OH 45211",BLACK,MALE,26,NONFATAL,05/05/2011 12:00:00 AM,MAY,223000,22,THU,41102710,05/05/2011 10:30:00 PM,DISTRICT 4,45219,MOUNT AUBURN
4,26XX VINE ST,39.1299670196794,-84.509689058747,CORRYVILLE,CORRYVILLE,1491,41104451,1,"CINC, OH 45244",BLACK,MALE,22,NONFATAL,07/14/2011 12:00:00 AM,JUL,020000,2,THU,41104451,07/14/2011 02:00:00 AM,DISTRICT 4,45219,CORRYVILLE
1,X FINDLAY ST,39.1158906638783,-84.5164975208861,OVER-THE-RHINE,OVER-THE-RHINE,152,10802670,2,,BLACK,MALE,15,NONFATAL,06/07/2008 12:00:00 AM,JUN,,N/A,SAT,10802670,06/07/2008 12:00:00 AM,DISTRICT 1,45202,OTR
4,5XX HALE AV,39.1409547955738,-84.4950130307825,AVONDALE,AVONDALE,66,40802036,1,,BLACK,MALE,17,NONFATAL,03/31/2008 12:00:00 AM,MAR,,N/A,MON,40802036,03/31/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,9XX E MCMILLAN ST,39.1267465691079,-84.4890361322504,WALNUT HILLS,WALNUT HILLS,1580,41106145,1,"CINC, OH 45229",BLACK,MALE,28,NONFATAL,09/24/2011 12:00:00 AM,SEP,004100,0,SAT,41106145,09/24/2011 12:41:00 AM,DISTRICT 4,45206,WALNUT HILLS
5,60XX LANTANA AV,39.2003194053531,-84.5414366879267,COLLEGE HILL,COLLEGE HILL,2124,139005327,1,"CINC, OH 45232",BLACK,MALE,18,NONFATAL,03/05/2013 12:00:00 AM,MAR,212100,21,TUE,139005327,03/05/2013 09:21:00 PM,DISTRICT 5,45224,COLLEGE HILL
4,7XX GREENWOOD AV,39.1526320049579,-84.4859962122266,NORTH AVONDALE,AVONDALE,3162,159022478,2,"CINCINNATI, OH 45229",BLACK,FEMALE,54,NONFATAL,08/21/2015 12:00:00 AM,AUG,012800,1,FRI,159022478,08/21/2015 01:28:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,20XX COLERAIN AV,39.1184539176825,-84.5328274809482,WEST END,WEST END,317,10805160,2,,BLACK,MALE,17,NONFATAL,10/05/2008 12:00:00 AM,OCT,,N/A,SUN,10805160,10/05/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
1,13XX PENDLETON ST,39.1103292255323,-84.5079342455926,PENDLETON,PENDLETON,230,10803630,1,,BLACK,MALE,17,NONFATAL,07/26/2008 12:00:00 AM,JUL,,N/A,SAT,10803630,07/26/2008 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,30XX PERCY AV,39.1445834313084,-84.5817426401495,WESTWOOD,WESTWOOD,365,30811108,1,,BLACK,MALE,23,FATAL,11/01/2008 12:00:00 AM,NOV,,N/A,SAT,30811108,11/01/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,17XX VINE ST,39.114158020861,-84.5170430287393,OVER-THE-RHINE,OVER-THE-RHINE,974,11001945,1,,BLACK,MALE,24,NONFATAL,05/21/2010 12:00:00 AM,MAY,,N/A,FRI,11001945,05/21/2010 12:00:00 AM,DISTRICT 1,45202,OTR
3,19XX MILLVALE CT,39.1479643484587,-84.5507538238197,MILLVALE,MILLVALE,3095,159017084,1,"CINCINNATI, OH 45215",BLACK,MALE,18,NONFATAL,07/02/2015 12:00:00 AM,JUL,233000,23,THU,159017084,07/02/2015 11:30:00 PM,DISTRICT 3,45225,MILLVALE
3,19XX MILLVALE CT,39.1476991122557,-84.5516841119929,MILLVALE,MILLVALE,787,30911235,1,,BLACK,FEMALE,32,NONFATAL,11/25/2009 12:00:00 AM,NOV,,N/A,WED,30911235,11/25/2009 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,8XX BLAIR AV,39.1417381961599,-84.492532259182,AVONDALE,AVONDALE,2309,139018462,1,"CINC, OH 45229",BLACK,FEMALE,45,NONFATAL,07/16/2013 12:00:00 AM,JUL,010500,1,TUE,139018462,07/16/2013 01:05:00 AM,DISTRICT 4,45229,AVONDALE
1,17XX VINE ST,39.1148626711042,-84.5154708753204,OVER-THE-RHINE,OVER-THE-RHINE,4469,189029564,1,,BLACK,MALE,30,NONFATAL,11/05/2018 12:00:00 AM,NOV,184500,18,MON,189029564,11/05/2018 06:45:00 PM,DISTRICT 1,,OTR
1,15XX RACE ST,39.1128802103421,-84.517831383528,OVER-THE-RHINE,OVER-THE-RHINE,4052,179035577,1,,BLACK,MALE,21,NONFATAL,08/30/2017 12:00:00 AM,AUG,140000,14,WED,179035577,08/30/2017 02:00:00 PM,DISTRICT 1,,OTR
4,1XX W NORTH BEND RD,39.1976562714579,-84.480103183871,CARTHAGE,CARTHAGE,1628,41107050,2,"CINC, OH 45237",BLACK,MALE,21,FATAL,10/30/2011 12:00:00 AM,OCT,205000,20,SUN,41107050,10/30/2011 08:50:00 PM,DISTRICT 4,45216,CARTHAGE
1,17XX LINN ST,39.1157419768807,-84.5280698968066,WEST END,WEST END,2193,139010747,1,"CINC, OH 45202",BLACK,MALE,35,NONFATAL,05/04/2013 12:00:00 AM,MAY,181500,18,SAT,139010747,05/04/2013 06:15:00 PM,DISTRICT 1,45214,WEST END
5,XX W MITCHELL AV,39.1597876531355,-84.5050226088662,CLIFTON,CLIFTON,4142,179049261,1,"CINCINNATI, OH 45224",BLACK,MALE,29,NONFATAL,11/16/2017 12:00:00 AM,NOV,133600,13,THU,179049261,11/16/2017 01:36:00 PM,DISTRICT 5,,CLIFTON
1,17XX LINN ST,39.1150004569692,-84.5263074475079,WEST END,WEST END,3185,159023643,1,"CINCINNATI, OH 45214",BLACK,MALE,28,NONFATAL,08/31/2015 12:00:00 AM,AUG,204500,20,MON,159023643,08/31/2015 08:45:00 PM,DISTRICT 1,45214,WEST END
1,3XX E 13TH ST,39.1107388189326,-84.5109082682643,PENDLETON,PENDLETON,2332,139020606,1,"CINC, OH 45202",BLACK,MALE,34,NONFATAL,08/03/2013 12:00:00 AM,AUG,021900,2,SAT,139020606,08/03/2013 02:19:00 AM,DISTRICT 1,45202,OTR
1,X E ELDER ST,39.1163961103676,-84.5159606486449,OVER-THE-RHINE,OVER-THE-RHINE,2550,149005036,1,"CINTI, OH",BLACK,MALE,30,NONFATAL,03/09/2014 12:00:00 AM,MAR,123400,12,SUN,149005036,03/09/2014 12:34:00 PM,DISTRICT 1,45202,OTR
3,16XX DEWEY AV,39.1191296349415,-84.5823468885879,WEST PRICE HILL,WEST PRICE HILL,1929,129023287,1,"CINC, OH 45205",BLACK,MALE,17,NONFATAL,08/16/2012 12:00:00 AM,AUG,031500,3,THU,129023287,08/16/2012 03:15:00 AM,DISTRICT 3,45205,WEST PRICE HILL
4,17XX GARDEN LN,39.1752133697051,-84.4650712945182,BOND HILL,BOND HILL,3721,169029104,1,,BLACK,MALE,27,NONFATAL,11/06/2016 12:00:00 AM,NOV,195000,19,SUN,169029104,11/06/2016 07:50:00 PM,DISTRICT 4,,BOND HILL
1,16XX RACE ST,39.1124289858256,-84.5177187005751,OVER-THE-RHINE,OVER-THE-RHINE,1217,11005237,1,"CINC., OH 45238",BLACK,MALE,17,NONFATAL,11/17/2010 12:00:00 AM,NOV,,N/A,WED,11005237,11/17/2010 12:00:00 AM,DISTRICT 1,45202,OTR
5,XX W MITCHELL AV,39.1608365552498,-84.5062370286185,CLIFTON,CLIFTON,1160,51006127S1,1,"CINC., OH 45217",BLACK,MALE,29,NONFATAL,10/05/2010 12:00:00 AM,OCT,,N/A,TUE,51006127S1,10/05/2010 12:00:00 AM,DISTRICT 5,45217,CLIFTON
2,12XX WILLIAM HOWARD TAFT RD,39.1272699967831,-84.4844078013735,EAST WALNUT HILLS,WALNUT HILLS,4023,179031148,1,,BLACK,MALE,24,NONFATAL,08/06/2017 12:00:00 AM,AUG,043000,4,SUN,179031148,08/06/2017 04:30:00 AM,DISTRICT 2,,WALNUT HILLS
5,XX KINGS RUN COURT,39.1782744880781,-84.5105098327219,WINTON HILLS,WINTON HILLS,1314,51101132,1,"CINC, OH 45226",BLACK,MALE,16,NONFATAL,03/05/2011 12:00:00 AM,MAR,171000,17,SAT,51101132,03/05/2011 05:10:00 PM,DISTRICT 5,45232,WINTON HILLS
4,35XX READING RD,39.144310475304,-84.4900171333795,AVONDALE,AVONDALE,313,40807344,1,,WHITE,MALE,44,NONFATAL,10/01/2008 12:00:00 AM,OCT,,N/A,WED,40807344,10/01/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
1,4XX WADE ST,39.1123359921034,-84.5228142816365,WEST END,WEST END,1753,129006198,1,"CINC, OH 45214",BLACK,MALE,13,NONFATAL,03/09/2012 12:00:00 AM,MAR,160500,16,FRI,129006198,03/09/2012 04:05:00 PM,DISTRICT 1,45214,WEST END
1,8XX CENTRAL AV,39.1044582922001,-84.5207893269435,WEST END,WEST END,928,11001103S1,1,,BLACK,MALE,21,NONFATAL,04/01/2010 12:00:00 AM,APR,,N/A,THU,11001103S1,04/01/2010 12:00:00 AM,DISTRICT 1,45202,WEST END
4,68XX FAIRPARK AV,39.1924865386174,-84.4831881902733,CARTHAGE,CARTHAGE,4348,189017833,2,,BLACK,MALE,21,NONFATAL,07/03/2018 12:00:00 AM,JUL,221500,22,TUE,189017833,07/03/2018 10:15:00 PM,DISTRICT 4,,CARTHAGE
5,4XX KINGS RUN CT,39.1764912909686,-84.5092426089301,WINTON HILLS,WINTON HILLS,2201,139011587,4,"CINC, OH 45232",BLACK,MALE,23,NONFATAL,05/13/2013 12:00:00 AM,MAY,012800,1,MON,139011587,05/13/2013 01:28:00 AM,DISTRICT 5,45232,WINTON HILLS
5,54XX KIRBY AV,39.192680153405,-84.5662867921001,MT AIRY,COLLEGE HILL,3285,159030314,1,"CINCINNATI, OH 45214",BLACK,MALE,24,FATAL,11/06/2015 12:00:00 AM,NOV,222000,22,FRI,159030314,11/06/2015 10:20:00 PM,DISTRICT 5,,MOUNT AIRY
4,70XX POPLAR LN,39.1942865737584,-84.4792610658707,CARTHAGE,CARTHAGE,895,41001415,1,,WHITE,MALE,25,NONFATAL,03/18/2010 12:00:00 AM,MAR,,N/A,THU,41001415,03/18/2010 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
3,9XX MANSION AV,39.1097293331397,-84.5672300136794,EAST PRICE HILL,EAST PRICE HILL,2057,129037030,1,"CINC, OH 45224",BLACK,MALE,21,NONFATAL,12/25/2012 12:00:00 AM,DEC,114000,11,TUE,129037030,12/25/2012 11:40:00 AM,DISTRICT 3,45205,EAST PRICE HILL
1,4XX W 9TH ST,39.1051118357539,-84.5195501819925,WEST END,WEST END,2937,159007566,1,"CINCI, OH 45227",BLACK,MALE,25,NONFATAL,03/30/2015 12:00:00 AM,MAR,164500,16,MON,159007566,03/30/2015 04:45:00 PM,DISTRICT 1,45203,WEST END
4,78XX DAWN RD,39.2044708216736,-84.4615988836406,ROSELAWN,ROSELAWN,3737,169031027,1,,BLACK,MALE,40,FATAL,11/27/2016 12:00:00 AM,NOV,025000,2,SUN,169031027,11/27/2016 02:50:00 AM,DISTRICT 4,,ROSELAWN
4,26XX VINE ST,39.1296281818802,-84.5088570004388,CORRYVILLE,CORRYVILLE,207,40804986,1,,BLACK,MALE,30,NONFATAL,07/14/2008 12:00:00 AM,JUL,,N/A,MON,40804986,07/14/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
4,23XX READING RD,39.1241084874869,-84.5011343211346,WALNUT HILLS,MT. AUBURN,3330,159033744,1,"CINCINNATI, OH 45227",WHITE,MALE,35,NONFATAL,12/17/2015 12:00:00 AM,DEC,090500,9,THU,159033744,12/17/2015 09:05:00 AM,DISTRICT 4,,WALNUT HILLS
3,19XX KNOX ST,39.1299996517415,-84.5605434746252,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4656,199012840,1,,BLACK,MALE,37,NONFATAL,06/15/2019 12:00:00 AM,JUN,021500,2,SAT,199012840,06/15/2019 02:15:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
4,11XX FORAKER AV,39.132959660207,-84.4848608194038,WALNUT HILLS,WALNUT HILLS,1745,129005133,1,"CINC, OH 45236",WHITE,MALE,23,FATAL,02/26/2012 12:00:00 AM,FEB,082500,8,SUN,129005133,02/26/2012 08:25:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,XX E THIRTEENTH ST,39.1094841878975,-84.5154643574914,OVER-THE-RHINE,OVER-THE-RHINE,404,10806176,1,,BLACK,MALE,22,NONFATAL,12/18/2008 12:00:00 AM,DEC,,N/A,THU,10806176,12/18/2008 12:00:00 AM,DISTRICT 1,45202,OTR
5,8XX DUTCH COLONY DR,39.1895042634308,-84.5175953109203,WINTON HILLS,WINTON HILLS,328,50806230,1,,BLACK,MALE,35,NONFATAL,10/11/2008 12:00:00 AM,OCT,,N/A,SAT,50806230,10/11/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,8XX LINCOLN AV,39.1314491626638,-84.4909019656231,WALNUT HILLS,WALNUT HILLS,2352,139022157,1,"CINC, OH 45213",BLACK,MALE,37,NONFATAL,08/14/2013 12:00:00 AM,AUG,003000,0,WED,139022157,08/14/2013 12:30:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,12XX ELBERON AV,39.1157176403908,-84.5647847313463,EAST PRICE HILL,EAST PRICE HILL,1951,129025272,1,"CINC, OH 45205",BLACK,MALE,40,FATAL,09/04/2012 12:00:00 AM,SEP,014000,1,TUE,129025272,09/04/2012 01:40:00 AM,DISTRICT 3,45205,EAST PRICE HILL
1,12XX REPUBLIC ST,39.1083414838521,-84.5165760253207,OVER-THE-RHINE,OVER-THE-RHINE,2760,149023366,1,0,BLACK,MALE,21,NONFATAL,09/16/2014 12:00:00 AM,SEP,131900,13,TUE,149023366,09/16/2014 01:19:00 PM,DISTRICT 1,45202,OTR
2,46XX KELLOGG AV,39.0901894237154,-84.4258428493592,EAST END,LINWOOD,3865,179010261,17,,BLACK,FEMALE,33,NONFATAL,03/26/2017 12:00:00 AM,MAR,013000,1,SUN,179010261,03/26/2017 01:30:00 AM,DISTRICT 2,,EAST END
